,statement,label,id
1266,A major part of the climate change bill sponsored by Sens. John Kerry and Joe Lieberman was essentially written by BP.,0,2146
1267,"Ohios credit rating is as high as you can get, AA+.",0,2147
1268,"Says every day of a special session costs taxpayers $40,000.",0,2148
1269,We've excluded lobbyists from policymaking jobs.,0,2149
1270,The federal deficit would pay for 40 gallons of New Hampshire maple syrup for everyone in the United States.,1,2150
1271,Says George Flinn has been a no show at scheduled forums.,0,2151
1272,Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.,1,2152
1273,"TSA started off with 16,500 screeners and the agency has mushroomed to 67,000 employees with 3,590 administrative people ... making over $105,000 per year on average.",1,2153
1274,"The proposed excise tax on ""Cadillac"" health plans will hit ""those making less than $200,000"" the hardest.",1,2154
1275,"I supported (the surge), I argued for it. I'm the only one on this stage that did.",0,2155
1276,Says U.S. Rep. Charles Bass wants to privatize Social Security.,0,2156
1277,More Americans believe the moon landing was fake than believe Obamacare is affordable.,1,2157
1278,"In the past two years, Democrats have spent more money than this country has spent in the last 200 years combined.",0,2158
1279,"For the first time in more than a decade, imports accounted for less than half of (the oil) we consumed.",1,2159
1280,"Says Donald Trump has bankrupted his companies not once, not twice but four times.",1,2160
1281,"John McCain and George Bush have ""absolutely no plan for universal health care.""",1,2161
1282,A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan.,0,2162
1283,No one claims the report vindicating New Jersey Gov. Chris Christie in the bridge scandal is conclusive.,0,2163
